,JKL,ATC ,INN,Zaštićeno ime leka,FO,Pakovanje i jačina  leka,Naziv proizvođača leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
212,1401924,C09DA03,"valsartan, hidrohlortiazid",VALSACOMBI,film tableta,"blister, 28 po (80mg+12,5mg)"," Krka, Tovarna Zdravil, d.d. ",Slovenija,230.3,1 tableta,8.225,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
213,1401935,C09DA03,"valsartan, hidrohlortiazid",YANIDA PLUS,film tableta,"blister, 28 po (160mg+25mg)",Hemofarm AD,Republika Srbija,292.1,1 tableta,10.432142857142859,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
214,1401934,C09DA03,"valsartan, hidrohlortiazid",YANIDA PLUS,film tableta,"blister, 28 po (160mg+12.5mg)",Hemofarm AD,Republika Srbija,275.0,1 tableta,9.821428571428571,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
215,1401933,C09DA03,"valsartan, hidrohlortiazid",YANIDA PLUS,film tableta,"blister, 28 po (80mg+12.5mg)",Hemofarm AD,Republika Srbija,230.3,1 tableta,8.225,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
216,1403111,C09DA03,"valsartan, hidrohlortiazid",SOLVITENZ PLUS,film tableta,"blister, 30 po (80 mg + 12.5 mg)",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,246.8,1 tableta,8.226666666666667,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
217,1403112,C09DA03,"valsartan, hidrohlortiazid",SOLVITENZ PLUS,film tableta,"blister, 30 po (160 mg + 12.5 mg)",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,294.6,1 tableta,9.82,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
218,1403113,C09DA03,"valsartan, hidrohlortiazid",SOLVITENZ PLUS,film tableta,"blister, 30 po (160 mg + 25 mg)",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,312.9,1 tableta,10.43,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
219,1401006,C09DA03,"valsartan, hidrohlortiazid",BRAZART PLUS,film tableta,"blister, 30 po (80 mg + 12,5 mg)","EMS, S.A.",Brazil,246.8,1 tableta,8.226666666666667,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
220,1401009,C09DA03,"valsartan, hidrohlortiazid",BRAZART PLUS,film tableta,"blister, 30 po (160 mg + 12,5 mg)","EMS, S.A.",Brazil,294.6,1 tableta,9.82,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
221,1401008,C09DA03,"valsartan, hidrohlortiazid",BRAZART PLUS,film tableta,"blister, 30 po (160 mg + 25 mg)","EMS, S.A.",Brazil,312.9,1 tableta,10.43,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
222,1401662,C09DA04,"irbesartan, hidrohlortiazid",IRBENIDA PLUS,film tableta,"blister, 30 po (150 mg + 12,5 mg)",Hemofarm a.d.,Republika Srbija,418.3,1 tableta,13.943333333333333,0.8,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
223,1401663,C09DA04,"irbesartan, hidrohlortiazid",IRBENIDA PLUS,film tableta,"blister, 30 po (300 mg + 12,5 mg)",Hemofarm a.d.,Republika Srbija,507.1,1 tableta,16.903333333333332,0.8,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
224,1401053,C09DA07,"telmisartan, hidrohlortiazid",MICARDIS PLUS,tableta,"28 po (80 mg + 12,5 mg)",Boehringer Ingelheim Pharma GmbH & Co. KG,Nemačka,615.4,1 tableta,21.978571428571428,0.75,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
225,1401003,C09DA07,"telmisartan, hidrohlortiazid",TOLUCOMBI,tableta," 28 po (40mg+12,5mg)","Krka, Tovarna Zdravil d.d",Slovenija,310.2,1 tableta,11.078571428571427,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
226,1401004,C09DA07,"telmisartan, hidrohlortiazid",TOLUCOMBI,tableta,"28 po (80mg+12,5mg)","Krka, Tovarna Zdravil d.d",Slovenija,512.7,1 tableta,18.310714285714287,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
227,1401005,C09DA07,"telmisartan, hidrohlortiazid",TOLUCOMBI,tableta,28 po (80mg+25mg),"Krka, Tovarna Zdravil d.d",Slovenija,550.0,1 tableta,19.642857142857142,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
228,1103672,C09DA07,"telmisartan, hidrohlortiazid",TELMIKOR PLUS,tableta,"blister, 30 po (40mg+12.5mg)",Zdravlje a.d; Actavis LTD; Actavis EHF,R. Srbija; Malta; Island,332.4,1 tableta,11.08,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
229,1103671,C09DA07,"telmisartan, hidrohlortiazid",TELMIKOR PLUS,tableta,"blister, 30 po (80mg+12.5mg)",Zdravlje a.d; Actavis LTD; Actavis EHF,R. Srbija; Malta; Island,549.3,1 tableta,18.31,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
230,1103670,C09DA07,"telmisartan, hidrohlortiazid",TELMIKOR PLUS,tableta,"blister, 30 po (80mg+25mg)",Zdravlje a.d; Actavis LTD; Actavis EHF,R. Srbija; Malta; Island,589.3,1 tableta,19.64333333333333,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
231,1401064,C09DA07,"telmisartan, hidrohlortiazid",TELMIPRES PLUS,tableta,"blister, 28 po 80mg+12,5mg",Actavis LTD,Malta,512.7,1 tableta,18.310714285714287,0.7,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
232,1103804,C09DB01,"valsartan, amlodipin",WAMLOX,film tableta,"blister, 28 po (80mg+5mg)","Krka, Tovarna Zdravil, d.d.; TAD Pharma GmbH; Krka farma d.o.o.",Slovenija; Nemačka; Hrvatska,227.8,1 tableta ,8.135714285714286,0.45,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
233,1103805,C09DB01,"valsartan, amlodipin",WAMLOX,film tableta,28 po (160mg+5mg),"Krka, Tovarna Zdravil, d.d.; TAD Pharma GmbH; Krka farma d.o.o.",Slovenija; Nemačka; Hrvatska,319.8,1 tableta ,11.421428571428573,0.45,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
234,1103806,C09DB01,"valsartan, amlodipin",WAMLOX,film tableta,28 po (160mg+10mg),"Krka, Tovarna Zdravil, d.d.; TAD Pharma GmbH; Krka farma d.o.o.",Slovenija; Nemačka; Hrvatska,346.7,1 tableta ,12.382142857142856,0.45,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
235,1104512,C10AA01,simvastatin,CHOLIPAM,film tableta,"blister, 30 po 20 mg",Hemofarm a.d.,Republika Srbija,230.6,30 mg,11.53,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
236,1104513,C10AA01,simvastatin,CHOLIPAM,film tableta,"blister, 30 po 10 mg",Hemofarm a.d.,Republika Srbija,132.1,30 mg,13.21,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
237,1104490,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 10 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,123.3,30 mg,13.210714285714285,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
238,1104491,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 20 mg","Krka, Tovarna Zdravil, d.d. ",Slovenija,215.3,30 mg,11.533928571428573,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
239,1104492,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 40 mg","Krka, Tovarna Zdravil, d.d. ",Slovenija,353.1,30 mg,9.458035714285714,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
240,1104610,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 10 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,132.1,30 mg,13.21,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
241,1104611,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 20 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,230.6,30 mg,11.53,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
242,1104612,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 40 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,378.3,30 mg,9.457500000000001,0.8,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovljenog infarkta mozga.                ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                  
243,1104482,C10AA03,pravastatin,PRAVACOR,tableta,"blister, 30 po 20 mg",PharmaSwiss d.o.o.,Republika Srbija,284.7,30 mg,14.235000000000001,0.75,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovnog infarkta mozga.              ",Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.            
244,1104483,C10AA03,pravastatin,PRAVACOR,tableta,"blister, 30 po 40 mg",PharmaSwiss d.o.o.,Republika Srbija,438.6,30 mg,10.965000000000002,0.75,"1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovnog infarkta mozga.              ",Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.            
245,1104125,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 10 mg",Zdravlje a.d.,Republika Srbija,239.3,20 mg,15.953333333333335,0.85,"  1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovnog infarkta mozga.               ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                                                                                                                                                                                                                                                
246,1104126,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 20 mg",Zdravlje a.d.,Republika Srbija,402.0,20 mg,13.4,0.85,"  1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovnog infarkta mozga.               ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                                                                                                                                                                                                                                                
247,1104127,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 40 mg",Zdravlje a.d.,Republika Srbija,476.4,20 mg,7.9399999999999995,0.85,"  1. Akutni  infarkt miokarda ( I21 ) kao hronična terapija nakon preležanog akutnog infarkta miokarda kao prevencija ponovnog infarkta miokarda.
   2. Infarkt mozga  ( I63 ) -  samo za pacijente koji su imali  infarkt mozga kao prevencija ponovnog infarkta mozga.               ", Lek se uvodi u terapiju na osnovu mišljenja kardiologa ili interniste ili  neurologa/neuropsihijatra.                                                                                                                                                                                                                                                
